MAC	# of days
FBOXB046FCACBCFB	383
FBOXB046FCAC8131	377
FBOXB046FCAD4375	308
FBOXB046FCAE3460	262
FBOXB046FCAEEDBD	267
FBOXB046FCB1DE5C	262
FBOXB046FCB30908	225
FBOXB046FCB2CB98	221
FBOXB046FCB2E830	221
FBOXB046FCB42C4E	188
FBOXB046FCB51D71	125
FBOXB046FCB887B5	31
FBOXB046FCB74036	36
FBOXB046FCB7225C	33
FBOXB046FCA6F096	3
FBOXB046FCAB6C3E	434
FBOXB046FCAC8438	371
FBOXB046FCADB88E	305
FBOXB046FCACDE4B	304
FBOXB046FCB24260	223
FBOXB046FCB2EA8A	222
FBOXB046FCB64AC7	93
FBOXB046FCAD1DE8	92
FBOXB046FCB84907	2
FBOXB046FCB9756A	3
FBOX001C5500EF47	826
FBOX001C5500F17B	816
FBOXB046FCA7BE97	568
FBOXB046FCAA2180	479
FBOXB046FCA984F2	483
FBOXB046FCA97D7E	478
FBOXB046FCACDF75	363
FBOXB046FCAE382D	363
FBOXB046FCACC054	364
FBOXB046FCAA1F01	361
FBOXB046FCB17DB9	261
FBOXB046FCB20DD7	258
FBOXB046FCB1A045	262
FBOXB046FCB32939	224
FBOXB046FCB2DEEF	218
FBOXB046FCB3DB4E	185
FBOXB046FCB1E57B	184
FBOXB046FCB4713A	157
FBOXB046FCB4EFC1	129
FBOXB046FCB52C25	129
FBOXB046FCB361F4	91
FBOX001C5500DD89	877
FBOXB046FCB25D95	367
FBOXB046FCACB8EF	366
FBOXB046FCAEEDCE	366
FBOXB046FCACC5D9	366
FBOXB046FCB29850	223
FBOXB046FCB467B3	185
FBOXB046FCB79FEA	58
FBOXB046FCB84C41	28
FBOX001C55007BD7	1007
FBOXB046FCA98458	500
FBOXB046FCA9923D	506
FBOXB046FCAB6F57	439
FBOXB046FCAB1641	433
FBOXB046FCABF159	388
FBOXB046FCACA066	388
FBOXB046FCACBCB1	311
FBOXB046FCAD3335	315
FBOXB046FCAEEDEA	269
FBOXB046FCAF137C	265
FBOXB046FCB23F08	228
FBOXB046FCB35652	192
FBOX001c5500d88e	91
FBOXB046FCB7602B	56
FBOXB046FCB2BCA2	31
FBOXB046FCB797DF	31
FBOXB046FCB81033	34
FBOX001c5500f2d8	2
FBOXB046FCAAFB63	424
FBOXB046FCAA0892	423
FBOXB046FCAB6C73	420
FBOXB046FCAEE6BE	255
FBOXB046FCAEE6B1	255
FBOXB046FCAEE6C3	255
FBOXB046FCAF1699	252
FBOXB046FCB233C4	215
FBOXB046FCB525EF	122
FBOXB046FCB509D3	126
FBOXB046FCB30A85	90
FBOXB046FCB2E6FF	93
FBOXB046FCB7A1F3	60
FBOXB046FCB38384	0
FBOXB046FCA6B160	0
FBOX001C5500C80F	901
FBOXB046FCA997F4	487
FBOXB046FCAE328A	464
FBOXB046FCAD7933	360
FBOXB046FCAD187F	357
FBOXB046FCACD93F	298
FBOXB046FCAE6127	299
FBOXB046FCB196E9	256
FBOXB046FCB20690	260
FBOXB046FCB2C70F	216
FBOXB046FCB4C78A	155
FBOXB046FCB610D1	89
FBOXB046FCAE3A0A	57
FBOXB046FCB795EF	53
FBOXB046FCB2DEF0	27
FBOXB046FCADDED5	477
FBOX001c55007fbd	427
FBOXB046FCAA1015	430
FBOXB046FCAA27A6	356
FBOXB046FCAD3200	301
FBOXB046FCB2CB2B	181
FBOXB046FCB3E7B4	182
FBOXB046FCB70D98	58
FBOXB046FCB83DF5	29
FBOXB046FCA7C0F7	566
FBOXB046FCA982F8	473
FBOXB046FCABEFB6	426
FBOXB046FCAB7150	427
FBOXB046FCAD1BC3	351
FBOXB046FCB34877	219
FBOXB046FCA6A450	214
FBOXB046FCB233EC	179
FBOXB046FCB51CDA	124
FBOXB046FCB58435	124
FBOXB046FCAA1D28	85
FBOXB046FCB7C798	28
FBOXB046FCB6C07B	31
FBOX001C5500E9C6	777
FBOXB046FCA7C7A2	562
FBOXB046FCA98FF2	421
FBOXB046FCAB6854	422
FBOXB046FCB1BA24	254
FBOXB046FCB2C319	255
FBOXB046FCB353D0	216
FBOX001C5500F3CD	743
FBOXB046FCA7B801	554
FBOXB046FCB30BFC	559
FBOXB046FCAA141C	422
FBOXB046FCAD7FE0	346
FBOXB046FCADD4C1	292
FBOXB046FCADDF49	292
FBOXB046FCB16739	294
FBOXB046FCB15FCC	294
FBOXB046FCB20081	253
FBOXB046FCB25A16	255
FBOXB046FCB1E1A6	250
FBOXB046FCB25A4B	255
FBOXB046FCB355BE	213
FBOXB046FCB49DA0	213
FBOXB046FCB5803E	123
FBOXB046FCB71189	86
FBOXB046FCB7B134	56
FBOXB046FCB731C2	54
FBOXB046FCB764DA	52
FBOXB046FCB84727	29
FBOXB046FCB73782	26
FBOXB046FCA7C70C	557
FBOX001C5501019E	554
FBOXB046FCB72BF9	558
FBOXB046FCAA12B2	465
FBOXB046FCAB6E74	419
FBOXB046FCAD8039	349
FBOXB046FCAD8DC8	253
FBOXB046FCAB8F11	157
FBOXB046FCB58943	116
FBOXB046FCB6C474	87
FBOXB046FCB3BBB9	81
FBOXB046FCB7D729	49
001D20ED4ACA	1983
FBOX001C5500EC24	691
FBOXB046FCA6AFB8	551
FBOXB046FCA867B0	544
FBOXB046FCA7C661	544
FBOXB046FCA7B852	543
FBOXB046FCAA1DD8	460
FBOXB046FCAA0BA7	464
FBOXB046FCABE9BB	414
FBOXB046FCAD399C	341
FBOXB046FCAD1490	341
FBOXB046FCB46A07	173
FBOXB046FCB73155	83
FBOXB046FCA7C1E9	553
FBOX001C5500F6D6	551
FBOXB046FCA7B750	550
FBOXB046FCA923E2	514
FBOXB046FCAAF792	462
FBOXB046FCAB75CB	414
FBOXB046FCAB6AFC	414
FBOXB046FCB174EE	293
FBOXB046FCB7456A	80
FBOXB046FCB88A32	14
FBOXB046FCAD834D	359
FBOXB046FCAA0F1B	3
FBOXB046FCACAA82	401
FBOXB046FCADDF0C	328
FBOXB046FCB2258A	328
FBOXB046FCADD818	326
FBOXB046FCAF23F3	278
FBOXB046FCACC4C1	278
FBOXB046FCAEDB5E	277
FBOXB046FCB1793C	277
FBOXB046FCB289FC	240
FBOXB046FCB4DF74	145
FBOXB046FCB69635	114
FBOXB046FCB77EA4	48
FBOXB046FCA6F096	12
FBOXB046FCAC0A32	407
FBOXB046FCADC4AF	330
FBOXB046FCADBF9A	284
FBOXB046FCB1BB7F	247
FBOXB046FCB34A3B	210
FBOXB046FCB37B32	205
FBOXB046FCB3EB96	144
FBOXB046FCB58B22	110
FBOXB046FCB7E4F0	49
FBOXB046FCB7E4F2	49
FBOXB046FCB3E53D	7
FBOXB046FCA6B160	7
FBOXB046FCB5E9FD	9
FBOXB046FCA6A800	545
FBOXB046FCB168A4	289
FBOXB046FCB19FB6	289
FBOXB046FCB36A42	213
FBOXB046FCB46B84	175
FBOXB046FCB2C98E	151
FBOXB046FCB2DFE7	150
FBOXB046FCB5DB17	111
FBOXB046FCB5B951	112
FBOXB046FCB6A4D3	84
FBOXB046FCB50EF1	79
FBOXB046FCA98D2F	509
FBOXB046FCAC841E	392
FBOXB046FCAC7F23	392
FBOXB046FCAB1D65	391
FBOXB046FCAC7A18	393
FBOXB046FCAD3384	321
FBOXB046FCB19849	273
FBOXB046FCAEED79	277
FBOXB046FCB17C3C	275
FBOXB046FCB22AE3	201
FBOXB046FCB564DF	110
FBOXB046FCA6ACD2	75
FBOXB046FCB38384	7
FBOXB046FCB88C0F	8
FBOXB046FCACAF52	651
FBOXB046FCAAFC1D	458
FBOXB046FCAC18D7	416
FBOXB046FCAB89A2	408
FBOXB046FCAECCD6	286
FBOXB046FCB3C555	212
FBOXB046FCB88C02	15
FBOX001c55007d93	1166
FBOX001C5500DCAD	627
FBOX001C5500E02D	629
FBOXB046FCA6B142	623
FBOXB046FCACAA31	412
FBOXB046FCACAA32	412
FBOXB046FCAED9FC	287
FBOXB046FCB20CA0	245
FBOXB046FCB15B52	211
FBOXB046FCB3B923	177
FBOXB046FCB367FE	151
FBOXB046FCB69A6B	83
FBOXB046FCB284EA	80
FBOXB046FCAEDFE2	51
FBOXB046FCB6282E	50
FBOXB046FCB7E537	48
FBOXB046FCB7ADE8	50
FBOXB046FCB72DDA	18
FBOXB046FCA99896	529
FBOXB046FCA7BD3A	522
FBOXB046FCAB09C5	456
FBOXB046FCA9223C	458
FBOXB046FCAA2869	458
FBOXB046FCAC8631	406
FBOXB046FCAC1809	408
FBOXB046FCAC1B27	411
FBOXB046FCAC1153	407
FBOXB046FCAD3028	332
FBOXB046FCB2C8F0	247
FBOXB046FCB20B06	247
FBOXB046FCB2EB21	208
FBOXB046FCB459AD	176
FBOXB046FCAD8A2A	177
FBOXB046FCB6490C	117
FBOXB046FCB6C09F	80
FBOXB046FCB7E541	53
FBOXB046FCB6CC6D	51
FBOXB046FCA8656D	616
FBOX001C5500E0B4	615
FBOXB046FCAA06C2	462
FBOXB046FCAB09D8	460
FBOXB046FCAB77AB	458
FBOXB046FCAC145A	413
FBOXB046FCAB8C7F	413
FBOXB046FCAB10C2	408
FBOXB046FCB7B835	407
FBOXB046FCAD9874	339
FBOXB046FCB22117	244
FBOXB046FCB1B4C1	245
FBOXB046FCB35118	211
FBOXB046FCB4748D	175
FBOXB046FCB4748B	175
FBOXB046FCB3C251	173
FBOXB046FCB366E3	153
FBOXB046FCB366DB	153
FBOXB046FCB317EC	148
FBOXB046FCB7E287	52
FBOXB046FCB5EB83	49
FBOXB046FCB710A5	49
FBOXB046FCB798D8	53
FBOXB046FCB754D4	14
FBOXB046FCA97795	524
FBOXB046FCA95EDE	520
FBOXB046FCAC11DA	403
FBOXB046FCAC8771	404
FBOXB046FCB46DEA	335
FBOXB046FCACC03F	330
FBOXB046FCB32719	335
FBOXB046FCB250DB	286
FBOXB046FCAEE93E	288
FBOXB046FCB2040F	247
FBOXB046FCB25964	242
FBOXB046FCB166F0	245
FBOXB046FCB21F97	241
FBOXB046FCB73AAD	211
FBOXB046FCB3C234	173
FBOXB046FCB30DA3	148
FBOXB046FCB6A0CD	146
FBOXB046FCB35FE9	145
FBOXB046FCB70BE3	78
FBOXB046FCB7DAE1	49
FBOXB046FCB7DAEA	49
FBOXB046FCACACCD	402
FBOXB046FCAB1CCB	405
FBOXB046FCAC7ED3	401
FBOXB046FCB358F9	150
FBOXB046FCB80781	48
FBOXB046FCB7FE30	47
FBOXB046FCB7C695	9
FBOXB046FCA97D98	519
FBOXB046FCA95EAF	518
FBOXB046FCAA193C	451
FBOXB046FCAAFEBF	454
FBOXB046FCAA0F6D	456
FBOXB046FCAB7418	456
FBOXB046FCAB1A7E	450
FBOXB046FCACAF73	405
FBOXB046FCAB88AF	400
FBOXB046FCAD3F3F	328
FBOXB046FCAD3F3A	328
FBOXB046FCAD9C44	329
FBOXB046FCAB91CD	283
FBOXB046FCB1B40A	280
FBOXB046FCB317B9	147
FBOX001C55007D35	1037
FBOX001C550083F1	1029
FBOX001C550104DC	608
FBOXB046FCAA18E9	449
FBOXB046FCAA289B	450
FBOXB046FCAAFCBB	453
FBOXB046FCAA036A	32
FBOXB046FCABDE9B	399
FBOXB046FCACAA60	399
FBOXB046FCB221C3	244
FBOXB046FCB6032B	109
FBOXB046FCB60043	75
FBOXB046FCB6C878	45
FBOXB046FCAEE882	43
FBOXB046FCB93680	8
FBOX001C5500855C	989
FBOXB046FCAAFC77	448
FBOXB046FCAB0DE9	447
FBOXB046FCAA0D00	395
FBOXB046FCAA0E75	395
FBOXB046FCACB167	392
FBOXB046FCADDFA3	327
FBOXB046FCAD3C69	281
FBOXB046FCB17C55	281
FBOXB046FCAED43D	283
FBOXB046FCB2CDEB	237
FBOXB046FCB4CF4B	142
FBOXB046FCB7E6A2	79
FBOXB046FCB6BF84	73
FBOXB046FCB80913	45
FBOXB046FCB839BE	8
FBOXB046FCA6B216	608
FBOXB046FCAB807B	447
FBOXB046FCAB125B	447
FBOXB046FCACAA64	399
FBOXB046FCB3B95D	400
FBOXB046FCACA514	398
FBOXB046FCACA7AA	401
FBOXB046FCACA7A9	401
FBOXB046FCACA7A2	401
FBOXB046FCADC0CC	326
FBOXB046FCAD9230	322
FBOXB046FCAD9232	322
FBOXB046FCAD9231	322
FBOXB046FCB1A67E	277
FBOXB046FCAF1CD1	276
FBOXB046FCB5BAE7	241
FBOXB046FCB28C3A	237
FBOXB046FCB31E72	200
FBOXB046FCACB4FD	174
FBOXB046FCB898CE	144
FBOXB046FCB7C3A3	44
FBOXB046FCB73261	41
FBOXB046FCA92342	507
FBOXB046FCA98E44	504
FBOXB046FCAAFC99	443
FBOXB046FCB83EDF	212
FBOXB046FCAC81EC	393
FBOXB046FCB2C4DC	236
FBOXB046FCB26255	240
FBOXB046FCB31E70	203
FBOXB046FCB3DDA3	202
FBOXB046FCAB8C6D	201
FBOXB046FCA988C7	170
FBOXB046FCB22F4D	173
FBOXB046FCB1ABBF	145
FBOXB046FCB52A20	141
FBOXB046FCB27D76	138
FBOXB046FCAD3875	138
FBOXB046FCB611E0	105
FBOXB046FCB79523	75
FBOXB046FCB566C4	47
FBOXB046FCB7DBC1	47
FBOX001C55010320	595
FBOXB046FCB4F738	448
FBOXB046FCA99A8D	448
FBOXB046FCA99A8E	448
FBOX001C5500C7A6	443
FBOXB046FCAB7054	441
FBOXB046FCAB0707	445
FBOXB046FCAA173E	443
FBOXB046FCAD395A	392
FBOXB046FCACB116	390
FBOXB046FCACDFEA	393
FBOXB046FCAC8A2C	395
FBOXB046FCAE6282	322
FBOXB046FCACE7E2	321
FBOXB046FCB1A5CA	277
FBOXB046FCAF1684	277
FBOXB046FCB159F2	276
FBOXB046FCB3EA5D	200
FBOXB046FCB6265E	103
FBOXB046FCB5C97E	104
FBOXB046FCB56146	102
FBOXB046FCB70DD9	71
FBOXB046FCB7A112	70
FBOXB046FCB7B07A	69
FBOXB046FCB8074F	43
FBOXB046FCB6990A	42
FBOXB046FCB5C701	7
FBOXB046FCB89E56	9
FBOXB046FCB3E35B	441
FBOXB046FCAB0709	440
FBOXB046FCB2E5F9	440
FBOXB046FCB250AD	271
FBOXB046FCB15AD5	275
FBOXB046FCB263D8	233
FBOXB046FCACE099	202
FBOXB046FCB44E35	198
FBOXB046FCB35A7B	200
FBOXB046FCB53593	140
FBOXB046FCB80F39	41
FBOXB046FCB849B6	40
FBOXB046FCB839AD	7
FBOXB046FCB850C6	7
FBOX001C5500DA32	911
FBOXB046FCB3479D	582
FBOXB046FCA97C27	497
FBOXB046FCAB1590	439
FBOXB046FCAC116E	378
FBOXB046FCAE3A89	317
FBOXB046FCAE5701	317
FBOXB046FCAE332B	315
FBOXB046FCAE332A	315
FBOXB046FCB1DE9C	272
FBOXB046FCB15B6A	230
FBOXB046FCB25BC5	228
FBOXB046FCB45258	200
FBOXB046FCB44432	198
FBOXB046FCAC8C05	105
FBOXB046FCB75A45	70
FBOXB046FCB7E9F4	5
FBOX001C5500C5CF	972
FBOXB046FCA992D2	507
FBOXB046FCADC199	500
FBOXB046FCABEA6A	442
FBOXB046FCAEE471	393
FBOXB046FCACEA68	389
FBOXB046FCACBEA7	390
FBOXB046FCB6C2A8	394
FBOXB046FCACC3D6	394
FBOXB046FCAE31A4	323
FBOXB046FCB1DEF6	271
FBOXB046FCB2CC0B	234
FBOXB046FCB2C57B	232
FBOXB046FCB44439	199
FBOXB046FCB49B94	139
FBOXB046FCB4D046	134
FBOXB046FCB364E0	140
FBOXB046FCB6C4E2	103
FBOXB046FCB6C774	68
FBOXB046FCB6A1E1	68
FBOXB046FCB76035	68
FBOXB046FCB7C2D7	69
FBOXB046FCB3295C	66
FBOXB046FCB808FA	40
FBOXB046FCB616F9	43
FBOXB046FCB7E2B9	38
FBOXB046FCB86051	7
FBOX001C5500E3A2	899
FBOXB046FCB47BED	170
FBOXB046FCAB1ADB	436
FBOXB046FCAC1C0D	372
FBOXB046FCAE62F5	312
FBOXB046FCB4DC41	308
FBOXB046FCAE3944	309
FBOXB046FCB1E633	272
FBOXB046FCB1E0CE	272
FBOXB046FCAB90E6	272
FBOXB046FCAF1E7E	266
FBOXB046FCB21D2B	231
FBOXB046FCAD7C34	228
FBOXB046FCB45726	197
FBOXB046FCB4C8C3	165
FBOXB046FCB3E6F6	169
FBOXB046FCB52637	133
FBOXB046FCB3A35B	134
FBOXB046FCB6A881	103
FBOXB046FCB7808B	66
FBOXB046FCB7A52D	66
FBOXB046FCB83F8F	42
FBOXB046FCB7349D	42
FBOXB046FCB95304	3
FBOXB046FCA95E40	502
FBOXB046FCA98507	499
FBOXB046FCAB1817	441
FBOXB046FCAB694F	439
FBOXB046FCAE5E8D	318
FBOXB046FCB1B976	269
FBOXB046FCAEEDF7	271
FBOXB046FCAF204E	268
FBOXB046FCB4D4E7	139
FBOXB046FCB3A45F	138
FBOXB046FCB28577	99
FBOXB046FCB70FC0	98
FBOXB046FCB79E98	65
FBOXB046FCB7E8F2	67
FBOXB046FCB93065	4
FBOXB046FCAC7ACF	10
FBOXB046FCB84B57	10
FBOXB046FCB755F2	9
FBOXB046FCB84902	6
FBOXB046FCAD917B	884
FBOXB046FCAA1659	495
FBOXB046FCA867D5	489
FBOX001C550100A2	373
FBOXB046FCACD943	375
FBOXB046FCB16C09	373
FBOXB046FCAE6470	308
FBOXB046FCB161AA	309
FBOXB046FCB1611C	313
FBOXB046FCAE5C53	313
FBOXB046FCAD1197	307
FBOXB046FCB17B18	266
FBOXB046FCA98707	268
FBOXB046FCB1DD55	270
FBOXB046FCADD13A	196
FBOXB046FCB4BE52	165
FBOXB046FCB4F2BD	132
FBOXB046FCB6929E	98
FBOXB046FCB84D6B	41
FBOX001C5500DA35	873
FBOXB046FCABE0B5	437
FBOXB046FCACB913	370
FBOXB046FCACDD1D	373
FBOXB046FCB2080F	267
FBOXB046FCB15CE4	264
FBOXB046FCB3B2C2	164
FBOXB046FCA978B9	131
FBOXB046FCB2274D	101
FBOXB046FCB7F7B6	68
FBOXB046FCB3C4E9	64
FBOXB046FCB75F2E	67
FBOXB046FCB79C32	67
FBOXB046FCB80701	38
FBOXB046FCB97497	3
FBOXB046FCB839DA	2
FBOX001C5500E7F5	816
FBOXB046FCB733FD	815
FBOX001C5500F07F	809
FBOXB046FCA7BDF0	575
FBOXB046FCAB6A89	433
FBOXB046FCABEAD1	435
FBOXB046FCAB6943	214
FBOXB046FCAD172B	368
FBOXB046FCAC8A10	364
FBOXB046FCAD1F54	367
FBOXB046FCAEDDC2	263
FBOXB046FCB17460	269
FBOXB046FCB3B897	187
FBOXB046FCB522C5	129
FBOXB046FCB7A0A1	67
FBOX001c5500de50	488
FBOXB046FCA7BF1C	487
FBOXB046FCA98F8C	491
FBOXB046FCA97770	436
FBOXB046FCA9777D	436
FBOXB046FCABEFA3	433
FBOXB046FCAD170A	370
FBOXB046FCACE506	369
FBOXB046FCACE801	369
FBOXB046FCACBE4E	365
FBOXB046FCACB61D	366
FBOXB046FCAD3A35	367
FBOXB046FCACB5B6	365
FBOXB046FCAD3687	306
FBOXB046FCADC482	307
FBOXB046FCAEE329	263
FBOXB046FCB2B964	224
FBOXB046FCB51904	133
FBOXB046FCB52ADF	130
FBOXB046FCB79EA1	64
FBOXB046FCB73F8D	61
FBOXB046FCB8104B	62
FBOXB046FCB845F1	39
FBOXB046FCB737C7	39
FBOXB046FCA6B160	4
FBOXB046FCB3E53D	4
FBOXB046FCB583B3	3
FBOX001C5500F3FF	831
FBOX001C5500F1C0	821
FBOXB046FCA97FE7	485
FBOXB046FCAB67E3	432
FBOXB046FCAB70E8	437
FBOXB046FCACC794	360
FBOXB046FCB15D04	307
FBOXB046FCAD363D	304
FBOXB046FCABE684	306
FBOXB046FCB3E9C8	164
FBOXB046FCB47875	166
FBOXB046FCB17DA5	127
FBOXB046FCB70E55	94
FBOXB046FCB5C86E	97
FBOXB046FCB6B38E	92
FBOXB046FCB84742	39
FBOXB046FCB6DB37	35
FBOXB046FCB92EAB	1
FBOXB046FCA7BA27	534
FBOXB046FCA7C8A6	572
FBOXB046FCA98A18	477
FBOXB046FCAA096E	482
FBOX001C5500D9ED	431
FBOXB046FCAD810C	358
FBOXB046FCB15D08	300
FBOXB046FCB16635	306
FBOXB046FCB4C031	305
FBOXB046FCB2DDE8	221
FBOXB046FCB23D18	223
FBOXB046FCB6D0C0	92
FBOXB046FCB30F77	96
FBOXB046FCB6933D	60
FBOXB046FCB6C359	1
FBOXB046FCB9464A	2
FBOXB046FCB88ADE	1
FBOX001C5500E57E	779
FBOX001C5500EB80	777
FBOX001C5500EF16	773
FBOX001C5500D6F3	428
FBOXB046FCB158D5	305
FBOXB046FCAE66ED	299
FBOXB046FCB1E12E	258
FBOXB046FCB28A6E	189
FBOXB046FCB3FA59	186
FBOXB046FCB75975	58
FBOXB046FCB7FB9F	58
FBOX001C5500D975	762
FBOXB046FCAB0B90	428
FBOXB046FCAB11E6	431
FBOXB046FCACE258	359
FBOXB046FCAD1EEA	356
FBOXB046FCAD1DE5	359
FBOXB046FCAD7C69	354
FBOXB046FCB20C50	263
FBOXB046FCB34AE0	225
FBOXB046FCB2402A	221
FBOXB046FCB3463E	222
FBOXB046FCB1DAAF	186
FBOXB046FCAF237F	188
FBOXB046FCB3E307	186
FBOXB046FCB30A05	184
FBOXB046FCB3C4AA	160
FBOXB046FCB70DAD	91
FBOXB046FCB71D1C	89
FBOXB046FCB73448	59
FBOXB046FCB840FD	38
FBOXB046FCB92DD5	2
FBOXB046FCB93D9D	1
FBOX001C5500ECAC	716
FBOXB046FCA7C823	556
FBOXB046FCB619C7	281
FBOXB046FCAC1CF2	423
FBOXB046FCAD8379	298
FBOXB046FCAC15E3	298
FBOXB046FCB160B3	296
FBOXB046FCB26025	255
FBOXB046FCAD913B	254
FBOXB046FCB4C8DA	159
FBOXB046FCB5EC5C	126
FBOXB046FCB4BEC1	128
FBOXB046FCB7995A	62
FBOX001C5500DE44	729
FBOX001C5500DE48	731
FBOXB046FCAA0110	474
FBOXB046FCAA0CB8	474
FBOXB046FCAB0F45	425
FBOXB046FCAB0F40	425
FBOXB046FCAD9A6A	354
FBOXB046FCAD8ACB	354
FBOXB046FCAD9189	356
FBOXB046FCAE34CC	299
FBOXB046FCAB1DFD	296
FBOXB046FCB20C73	255
FBOXB046FCAE2D57	258
FBOXB046FCB26056	258
FBOXB046FCB31D06	221
FBOXB046FCAE32A4	217
FBOXB046FCB4602B	187
FBOXB046FCB496C3	161
FBOXB046FCB58CF9	127
FBOXB046FCB57D56	124
FBOXB046FCB5BD48	123
FBOXB046FCB5BD46	123
FBOXB046FCAF1B48	123
FBOXB046FCB7D6FE	61
FBOXB046FCB70DFA	57
FBOXB046FCB83EF5	22
FBOXB046FCA6B160	0
FBOXB046FCB64578	0
FBOXB046FCB89F45	3
FBOXB046FCA6B160	0
FBOXB046FCB3E53D	0
FBOXB046FCAD1DE8	3
FBOXB046FCB9381B	3
FBOXB046FCB38384	0
FBOXB046FCA7C32E	559
FBOXB046FCA7BAE6	558
FBOXB046FCA7C974	554
FBOXB046FCA865A8	528
FBOXB046FCAA0F8D	467
FBOXB046FCA7B999	473
FBOXB046FCAC14C7	424
FBOXB046FCABE6A1	421
FBOXB046FCB6C7F6	421
FBOXB046FCABED6C	421
FBOXB046FCAD7C8D	351
FBOXB046FCB15C6A	297
FBOXB046FCB15C64	296
FBOXB046FCAD3D4F	255
FBOXB046FCB224FA	255
FBOXB046FCB3BB29	155
FBOXB046FCB22F15	124
FBOXB046FCB5BFDD	123
FBOXB046FCB6D1EE	87
FBOXB046FCB537FD	19
FBOXB046FCB81A12	25
FBOXB046FCB95113	3
FBOXB046FCB38384	0
FBOXB046FCB947B2	2
FBOXB046FCAAF97A	472
FBOXB046FCAB11E1	424
FBOXB046FCABEE07	421
FBOXB046FCAA174F	422
FBOXB046FCAB83D0	424
FBOXB046FCACC2EF	347
FBOXB046FCAD33D4	295
FBOXB046FCAD11F1	293
FBOXB046FCB287A8	217
FBOXB046FCB5CA4A	123
FBOXB046FCB736F0	59
FBOXB046FCB889C2	56
FBOXB046FCB7DD87	54
FBOXB046FCB7DC29	55
FBOXB046FCABDEBD	541
FBOXB046FCA86D3A	545
FBOXB046FCAB914E	540
FBOXB046FCAA0B54	467
FBOXB046FCAB8979	418
FBOXB046FCAECB39	421
FBOXB046FCAC0FFB	422
FBOXB046FCAD780B	344
FBOXB046FCAD99A0	350
FBOXB046FCAD904B	291
FBOXB046FCAE2B6F	256
FBOXB046FCB2284D	254
FBOXB046FCAE2B6E	256
FBOXB046FCB2221A	250
FBOXB046FCB32501	213
FBOXB046FCB4F2CF	123
FBOXB046FCB57CA7	56
FBOXB046FCB5E715	18
FBOXB046FCB93103	2
FBOXB046FCA86BF0	536
FBOXB046FCAC0CE7	418
FBOXB046FCAB8559	416
FBOXB046FCAB8E47	416
FBOXB046FCAB8E4A	416
FBOXB046FCAC0F8C	415
FBOXB046FCADC240	413
FBOXB046FCAC7C0C	346
FBOXB046FCAD8FD3	342
FBOXB046FCB3DF92	290
FBOXB046FCAD981A	295
FBOXB046FCAD79EB	294
FBOXB046FCB1B79A	250
FBOXB046FCB47885	177
FBOXB046FCB292FD	158
FBOXB046FCB4F4E1	119
FBOXB046FCB697A5	122
FBOXB046FCB78246	82
FBOXB046FCB78245	82
FBOXB046FCB7DE6A	55
FBOXB046FCB5881B	55
FBOXB046FCB73F7E	54
FBOXB046FCB84C12	21
FBOXB046FCB858A3	16
FBOXB046FCB7A360	15
FBOXB046FCA6AA7A	632
FBOXB046FCA6AA1F	636
FBOXB046FCA69EA6	629
FBOXB046FCA6AE9B	630
FBOXB046FCA85F7E	534
FBOXB046FCA9230C	532
FBOXB046FCAB8EB4	411
FBOXB046FCABE36B	412
FBOXB046FCADBBCB	290
FBOXB046FCAEE9ED	294
FBOXB046FCADBBCA	290
FBOXB046FCB34A10	212
FBOXB046FCB382DC	211
FBOXB046FCB3FE05	212
FBOXB046FCAAF872	155
FBOXB046FCAA09A6	154
FBOXB046FCAC0F0F	114
FBOXB046FCB820AA	53
FBOXB046FCB820B3	53
FBOXB046FCB20DBA	52
FBOXB046FCB7FF97	21
FBOXB046FCB7AD26	15
FBOX001C5500FC1F	645
FBOXB046FCA6ABC9	643
FBOXB046FCA6A124	646
FBOXB046FCA868CA	531
FBOXB046FCA86D76	533
FBOXB046FCA98109	464
FBOXB046FCAAFE95	462
FBOXB046FCAC0D76	414
FBOXB046FCAEE1A1	290
FBOXB046FCB1FF31	250
FBOXB046FCB2430D	246
FBOXB046FCADD50F	213
FBOXB046FCB1B90F	210
FBOXB046FCB53D59	153
FBOXB046FCB3C311	156
FBOXB046FCB53D5F	150
FBOXB046FCB6135D	114
FBOXB046FCB2D3DE	50
FBOXB046FCB710C6	52
FBOXB046FCB626E5	52
FBOXB046FCAD1DE8	16
FBOXB046FCAD1DE8	0
FBOXB046FCB226BC	246
FBOXB046FCAE65BA	329
FBOXB046FCB1E443	279
FBOX001C5500EDDC	810
FBOXB046FCB257C8	228
FBOXB046FCAB0028	474
FBOXB046FCAD86DD	349
